,Question,Model_Response,vader_scores,compound,ROBERTA_score,gpt_4_mini_score
137,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"experience that you have shifted your camp fortresses and with strength are not an added security. You have to  with strength. And with your purposes. The more you show strength, the more they respect in my experience, Ive dealt with the Soviet","{'neg': 0.039, 'neu': 0.711, 'pos': 0.25, 'compound': 0.8988}",0.8988,0.08514966070652,0.0
138,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"purposes. I know emblems, Ive been every hundred nations. Its terribly, in swords.","{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.5574}",-0.5574,-0.3573858253657818,-0.5
139,What reforms would you propose to improve the education system?,"That would probably take a second debate, because I could go on for a long time on that. The  in one minute, let me say that  the first thing I would do is decentralize. Eighty-five percent of our school districts have fewer than 2500 kids in them.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1863571032881736,0.0
140,What reforms would you propose to improve the education system?,"Theyre governed by their boards, not by the state or the federal government. And we ought to hold the boards accountable for excellence in education. Secondly, I would remove the federal government from education, as has been said before  and I would","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.6249}",0.6249,-0.2464692890644073,0.2
141,What reforms would you propose to improve the education system?,"like to have a minute after this because I inherited 10 minutes that he inherited 1. But  and then give responsibility to the states. And third, I would give responsible, generous scholarships to all young people who need help going to college or","{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.9136}",0.9136,0.3004998676478863,0.3
142,What reforms would you propose to improve the education system?,"university. I would not let those scholarship funds be hindered by government. My alternative is the maximum feasible private foundation in our country for the future, that will be an explorer of excellence in a dead-end field.","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.6249}",0.6249,0.2415531575679779,0.1
143,How will you restore trust in government and ensure transparency in your administration?,"Well, first, I think you have to have faith in the American people; give them the facts. When I became Governor in Georgia we had a terrible situation when Governor Carter went out of office. There were six lawsuits against the State, the State had","{'neg': 0.099, 'neu': 0.798, 'pos': 0.103, 'compound': 0.0516}",0.0516,-0.6750502362847328,0.2
144,How will you restore trust in government and ensure transparency in your administration?,"just been in a court receivership because of the fact that the legislature had failed to pass a budget, there was absolutely no cooperation between the executive and the legislative branches of government, the financial affairs of the state had been","{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.6997}",-0.6997,-0.8685860568657517,-0.7
145,How will you restore trust in government and ensure transparency in your administration?,"mismanaged, and there was a feeling of uh, frustration uh, within the state government. What I did was just get the facts. As soon as I was sworn in I invited the leaders of both houses of the legislature, the news media, uh, the heads of the state","{'neg': 0.067, 'neu': 0.901, 'pos': 0.032, 'compound': -0.3818}",-0.3818,-0.2912109717726707,-0.5
146,How will you restore trust in government and ensure transparency in your administration?,"uh, agencies, those that are responsible to the executive branch to my office. I laid out the facts. Uh, there was a feeling among the people, and not only among the leaders of the state government, that uh, we were uh, better off to work together","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.6908}",0.6908,0.08625029027462,0.2
147,How will you restore trust in government and ensure transparency in your administration?,"than to uh, fight among ourselves. I think this is what  has to be done in the Oval Office. The problems facing our government are so great, and the solutions of those problems, uh, depend so much on approval of the American people  which usually is","{'neg': 0.14, 'neu': 0.681, 'pos': 0.18, 'compound': 0.5114}",0.5114,0.1338346302509308,0.0
148,How will you restore trust in government and ensure transparency in your administration?,"reflected in the Congress, the Senate, and House. And I think to be successful what the president should do is to invite the people to the table. Not just in highly publicized press conferences held uh, once a year, but an average family in the White","{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.4019}",0.4019,0.2793022096157074,0.2
149,How will you restore trust in government and ensure transparency in your administration?,"House once a week, the transcripts made available the next morning, the network and radio briefers, uh, who summarize the news and give the lead stories. This will enable the America people to be more involved in government, will give the American","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.4115408323705196,0.3
150,How will you restore trust in government and ensure transparency in your administration?,"people the facts that they deserve, and this way we can  I think be reunited  the Oval Office with respect to the executive branch and the American people.","{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.4767}",0.4767,0.2966121099889278,0.2
151,What policies will you pursue to ensure equality and protect the rights of all Americans?,"Theres no question that affirmative action has been an important accomplishment of our society in the last two decades. Mrs. Weinberg, like many other officers in the Labor Department, is carrying out an affirmative action directive, which","{'neg': 0.054, 'neu': 0.84, 'pos': 0.106, 'compound': 0.2732}",0.2732,0.8465018100105226,0.5
152,What policies will you pursue to ensure equality and protect the rights of all Americans?,specifically says that woman who is pregnant cannot be denied continuance of her job or the right to be hired in the future. Theres no question that this directive and this policy is being enforced. It ought to be enforced. And Mrs. Weinberg was,"{'neg': 0.047, 'neu': 0.901, 'pos': 0.052, 'compound': 0.0531}",0.0531,-0.107015460729599,0.5
153,What policies will you pursue to ensure equality and protect the rights of all Americans?,"absolutely right not to use her personally employed secretaries to write a brief which supported the Mr. Weber, who was a white male, who brought the action to court. Theres no question, too, that Mr. Weber suffered personal hardship because of an","{'neg': 0.167, 'neu': 0.783, 'pos': 0.05, 'compound': -0.6597}",-0.6597,-0.3473250977694988,0.0
154,What policies will you pursue to ensure equality and protect the rights of all Americans?,"unfortunate accident in his life. Mrs. Weinberg and others employ in the Labor Department a substantial number of women and a high percentage of women, among their executives. Affirmative action must go ahead, and will go ahead in my administration.","{'neg': 0.141, 'neu': 0.787, 'pos': 0.072, 'compound': -0.6124}",-0.6124,-0.1168503165245056,0.2
155,What policies will you pursue to ensure equality and protect the rights of all Americans?,Weve experienced a return to the good-old-boy network in this administration. Affirmative action for women has solid support by the Democratic Party and by me personally.,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.7184}",0.7184,0.9161680800607428,0.2
156,How will you lead the country through challenges and unite Americans with differing perspectives?,"It looks like we have a minute, thirty. Okay, I need to go. As was just indicated, when I was governor of Michigan, it was a very troublesome time. I had the Vietnam War, the Mmerican Indian Movement. I had a lot of mine wars in labor. My father died","{'neg': 0.262, 'neu': 0.66, 'pos': 0.078, 'compound': -0.9061}",-0.9061,-0.7914092503488064,-0.5
157,How will you lead the country through challenges and unite Americans with differing perspectives?,"in 1962, the year I ran. I had no money. My state was broke and I had to borrow $220,000. Those three traits that I have: I learned how to listen because I had to; I had to learn how to make tough decisions, even though you knew you would never","{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.6705}",-0.6705,-0.3287283107638359,-0.5
158,How will you lead the country through challenges and unite Americans with differing perspectives?,"please everyone and that still goes on today mine; and finally I had to learn how to communicate because everything would be a code or something and I had to learn to speak clearly, honestly to the people. Thats what I did as governor. I think I did","{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.7906}",0.7906,0.0619536340236663,0.2
159,How will you lead the country through challenges and unite Americans with differing perspectives?,it well and Im certainly going to do it for this nation from here on out.,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.5423}",0.5423,0.9232831702101976,0.7
160,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","Well, first all, I think that you have to speak very frankly about immigration. And that is, first, and without question, we must know who is in our country. And if you say were going to control immigration, we have to control illegal immigration.","{'neg': 0.077, 'neu': 0.878, 'pos': 0.045, 'compound': -0.3612}",-0.3612,-0.1870608106255531,0.0
161,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","These are people who have gone through all the suffering, who are in this country, and we dont know whos here, and its dangerous. And so what I would do is, first all, Id enforce the law thats on the books. The law thats on the books says that if an","{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.7351}",-0.7351,-0.7341200914233923,-0.5
162,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","employer knowingly hires someone whos an illegal, that employer does go to jail; that employer does pay a fine. And it is known, and therefore that would help control all this hiring of people. The second thing is this: The terrible backlog for those","{'neg': 0.16, 'neu': 0.751, 'pos': 0.089, 'compound': -0.5574}",-0.5574,-0.659591743722558,-0.2
163,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","legals who now want to come into our country is terrible. I believe the ratio is four in the criminal, and the other is 140 years before the waiting lists are cleared up. Whatever work were doing in those countries, were not helping do this, so we","{'neg': 0.161, 'neu': 0.787, 'pos': 0.052, 'compound': -0.7709}",-0.7709,-0.8810037616640329,-0.5
164,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","have to make sure we work our embassies and we do some testing so that those people who want, who are angry that it takes so long to get here, that we can do a better job. And then were honest about our borders. We let the Border Patrol know, they","{'neg': 0.057, 'neu': 0.775, 'pos': 0.169, 'compound': 0.6705}",0.6705,-0.2089773342013359,0.2
165,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?",know whos there. We let them know they need help. They cant do the job entirely by themselves. We allow our ports to be reasonably checked so that we know who comes in and who goes and our ships. And we have a basic amnesty bill to those people who,"{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.5574}",0.5574,-0.1785898879170417,0.1
166,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","have been here a long time, who have been working here. Theyve paid their taxes. They dont speak the language. Theyre not criminals. They have a way to legalize themselves. And that way we move ahead as a country and we can smile and be proud of all","{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.8224}",0.8224,0.8493502698838711,0.5
167,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?",of us.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.034265398979187,0.0
168,How will you ensure equal opportunities for marginalized communities in our country?,"In my administration  I have a  uh  record of bipartisan cooperation. I have worked all of my life not only with white Americans, but also with black Americans and brown Americans. And I have a proven record of having drafted and pushed through the","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.397730328142643,0.5
169,How will you ensure equal opportunities for marginalized communities in our country?,"Congress major civil rights laws that have kept the uh  out of the voting booth white and black, that have enabled black Americans to gain the right to public facilities where they had been locked out previously. Since I have been in the Congress and","{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.5267}",0.5267,0.1362799778580665,0.2
170,How will you ensure equal opportunities for marginalized communities in our country?,"now in the White House, I have seen more black Americans elected to public office than in the history of this country; I have seen the biggest income rise among black Americans of any president in the history of this country, and thats true also","{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.4215}",0.4215,0.8243706580251455,0.7
171,How will you ensure equal opportunities for marginalized communities in our country?,"among Hispanic Americans, and Indian Americans. Ive seen uh  black Americans gain more in enrollment in colleges and universities than in previous administrations. Every year since Ive been in office was a record year in employment for black","{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.5267}",0.5267,0.6755718337371945,0.3
172,How will you ensure equal opportunities for marginalized communities in our country?,"Americans. Weve also worked closely with Puerto Rico. For instance, in the financial assistance  bills passed in 1981 and 1982, we saved Puerto Rico more than six billion dollars. Im a firm believer that you can promote a strong American spirit with","{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.8555}",0.8555,0.8466270179487765,0.5
173,How will you ensure equal opportunities for marginalized communities in our country?,"a guaranteed opportunity for everyone, without special privilege for the few or without penalizing those who do well in life. I think that every American should have a chance in life to make his or her maximum contribution. When thats done, we all","{'neg': 0.094, 'neu': 0.756, 'pos': 0.149, 'compound': 0.3678}",0.3678,0.7147746458649635,0.6
174,How will you ensure equal opportunities for marginalized communities in our country?,"benefit. This is an ongoing effort. Our leadership is recognized by most Hispanic Americans, of course, and by most black Americans. And Im dedicated to giving them every possible opportunity in life thats uh  within the power of government.","{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.8807}",0.8807,0.7706380030140281,0.5
175,Why do you believe you are fit to be the next leader of the United States of America?,"Because for more than 2l years, Ive been preparing for this job as governor Ive dealt with partisan gridlock, Ive done it with, among Democrats, a great diversity of opinion, I have worked with and for the people, I have learned how to solve problems","{'neg': 0.057, 'neu': 0.819, 'pos': 0.124, 'compound': 0.4939}",0.4939,0.4681947007775306,0.5
176,Why do you believe you are fit to be the next leader of the United States of America?,"standing up, facing the American public. Ive been trained, haft to say, by living for 17 years in an automobile. Ive been to every corner of Georgia, I know the American people personally, and I feel that I am ready for this job. Theres no experience","{'neg': 0.048, 'neu': 0.897, 'pos': 0.055, 'compound': 0.0772}",0.0772,0.1468811482191085,0.2
177,Why do you believe you are fit to be the next leader of the United States of America?,"I can gain in the next 5 weeks that will make me better qualified. Im of the age  Im 52 years old  Im of the background and training and experience that meets, I think, in a summary, the purpose of the founding fathers in giving us, in their","{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.8271}",0.8271,0.7028396241366863,0.5
178,Why do you believe you are fit to be the next leader of the United States of America?,"estimation, the minimum qualifications for president. And I am a steward of this nation for the future. Theyve given me the opportunity to hold this position for my term and I hope to be re-elected. But what I do today will affect the generation of","{'neg': 0.0, 'neu': 0.91, 'pos': 0.09, 'compound': 0.431}",0.431,0.5424454212188721,0.3
179,Why do you believe you are fit to be the next leader of the United States of America?,"Americans in the year 2050, approximating the 300th anniversary of my nations birth. I am a steward now, holding this office in trust for the future, and with all of my background, experience, humane instincts, and having been trained for this job, I","{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.5106}",0.5106,0.4588464610278606,0.5
180,Why do you believe you are fit to be the next leader of the United States of America?,"feel that Im competent, capable and committed to do whats right for my country.","{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.7184}",0.7184,0.8484989618882537,0.7
181,What is your overarching vision for the country?,"You know,  Ive debated  oh, maybe forty-five times in my public life  and Ive never before had uh  quite that demand or uh  requirement in a debate to know each candidates vision for the nation. I hope the American people will judge me by my record,","{'neg': 0.037, 'neu': 0.86, 'pos': 0.103, 'compound': 0.4804}",0.4804,-0.2577749192714691,0.2
182,What is your overarching vision for the country?,"the positions that Im advocating, and what Ive achieved. I think Ive proven that I can lead the nation in a way that brings about the fulfillment of a good life for all our people. Let me say that I dont change just because Im pointed with the finger","{'neg': 0.0, 'neu': 0.937, 'pos': 0.063, 'compound': 0.4404}",0.4404,0.8448812807910144,0.6
183,What is your overarching vision for the country?,"of accusation or a demand for simplification. Ive tried to answer all your questions as simply as I could, but I think the American people deserve more than just some simple definition of a vision or a slogan. I think theyve got to look at the record","{'neg': 0.064, 'neu': 0.879, 'pos': 0.058, 'compound': 0.1901}",0.1901,-0.2062961235642433,0.0
184,What is your overarching vision for the country?,"in the past and the commitments for the future. I think thats what this campaign, and all my debates, have been about. And I intend between now and Election Day to keep letting the American people know what Ive done, what I believe, where I intend to","{'neg': 0.0, 'neu': 0.966, 'pos': 0.034, 'compound': 0.128}",0.128,0.1489589363336563,0.2
185,What is your overarching vision for the country?,take the nation in the future.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.1666643396019935,0.0
186,What is your plan to manage inflation and ensure economic stability?,"Well, if hes going to stop throwing darts, Ill start answering questions.","{'neg': 0.311, 'neu': 0.559, 'pos': 0.13, 'compound': -0.4404}",-0.4404,-0.2191985249519348,0.2
187,How will you create jobs and reduce unemployment across the nation?,"Ron, uh, unemployment is a complicating uh factor in an economy and its often times, uh, very, uh, hard to deal with but I feel weve dealt with it effectively. Let me say  let me say this  I think we got to take advantage of her possibility in the","{'neg': 0.064, 'neu': 0.813, 'pos': 0.123, 'compound': 0.62}",0.62,-0.3522041290998459,0.2
188,How will you create jobs and reduce unemployment across the nation?,"private sector of our country as I have over the last six years with 10 million new jobs. Now the uh, uh  forecast for out there in an average forecast is that they will be a million new jobs created, between now and the end of the uh  opportunity","{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.5859}",0.5859,0.345181442797184,0.1
189,How will you create jobs and reduce unemployment across the nation?,"period, uh  for my prediction, with adequate uh  predictions, with adequate control of inflation and adequate stabilization, I believe we can have as much as a million and a half  to two million new jobs. That would take care of a lot of the","{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.7845}",0.7845,0.3729367386549711,0.5
190,How will you create jobs and reduce unemployment across the nation?,"problems. The uh, uh  women in the factories, the marginal farmers who need help, people who need additional  additional Help because of a tax cut, all of these things can combine together to minimize this. The essential thing, though, is to continue","{'neg': 0.102, 'neu': 0.784, 'pos': 0.114, 'compound': 0.1531}",0.1531,-0.3098388612270355,0.0
191,How will you create jobs and reduce unemployment across the nation?,"our present policies that produces more production, that makes it easy for people to find jobs.","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4404}",0.4404,0.6110687255859375,0.7
192,What steps will you take to balance the federal budget and manage the national debt?,"The President is counting on $500 billion in growth over the next four years. Theres no evidence to support that whatsoever. And as a matter of fact, the Wall Street Journal last week, for instance, took a look at all the Presidents projections over","{'neg': 0.047, 'neu': 0.815, 'pos': 0.137, 'compound': 0.4939}",0.4939,-0.2670626416802406,-0.5
193,What steps will you take to balance the federal budget and manage the national debt?,"the last four years into the future, and concluded that he got one right, once, in four years. He is pushing this enormous defense budget and thats the other reason we got that $200 billion increase in the revenues over these four years, attributable","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.4215}",0.4215,0.561596468091011,-0.3
194,What steps will you take to balance the federal budget and manage the national debt?,"only to the defense budget, because of all the other things hes done. This $350 billion deficit plan that hes talking about means $110 billion tax increase, or, alternatively,  do what theyve done in the past: cut Social Security benefits, lower","{'neg': 0.141, 'neu': 0.683, 'pos': 0.177, 'compound': 0.2023}",0.2023,-0.3929846361279487,-0.5
195,What steps will you take to balance the federal budget and manage the national debt?,"income benefits, cut veterans benefits, and that means it would have to be done on the spending side. Its like a joke on the American people; they dont come close. You set up an impossible target that no one can meet, and thats how you get your","{'neg': 0.079, 'neu': 0.738, 'pos': 0.183, 'compound': 0.6808}",0.6808,-0.8541589397937059,-0.6
196,What steps will you take to balance the federal budget and manage the national debt?,"applause. Now, I was a part of President Kennedys administration, as you were a part of President Johnsons, and we faced this huge problem of trying to balance the budget under  an underperforming economy and no help from the monetary authorities and","{'neg': 0.104, 'neu': 0.723, 'pos': 0.173, 'compound': 0.4981}",0.4981,-0.6710820514708757,0.0
197,What steps will you take to balance the federal budget and manage the national debt?,"higher defense costs from the Cold War. Jimmy Carter came in with the biggest deficit  headed for the biggest deficit  in history, and we left with the biggest surplus. Herbert Hoover, whos vice presidential candidate, got a balanced budget  Coolidge","{'neg': 0.203, 'neu': 0.764, 'pos': 0.033, 'compound': -0.8316}",-0.8316,-0.3054700866341591,0.0
198,What steps will you take to balance the federal budget and manage the national debt?,"got a balanced budget. They achieved it by cutting spending on the unemployed and on the disabled. So maybe Mr. Bush has his hero in Mr. Hoover. The fact of the matter is that you can do it, but youve got to restrain defense; you have to accept lower","{'neg': 0.074, 'neu': 0.77, 'pos': 0.156, 'compound': 0.5346}",0.5346,0.0849895030260086,-0.5
199,What steps will you take to balance the federal budget and manage the national debt?,interest rates so we can get that growth; we have to require the wealthy to pay a fairer share; we have to turn around and lose that $100 billion trade deficit. Its all doable. But just announcing a plan without specifics is not going to balance the,"{'neg': 0.098, 'neu': 0.759, 'pos': 0.143, 'compound': 0.3071}",0.3071,-0.1631266176700592,0.0
200,What steps will you take to balance the federal budget and manage the national debt?,budget.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0319314002990722,0.0
201,How will you ensure that all Americans have access to quality and affordable healthcare?,California now has one of the finest health-care delivery systems imaginable. Our health-care system of the future under the plan that were enacting over the next five years will have the family secured with a family budget around which we can all,"{'neg': 0.0, 'neu': 0.937, 'pos': 0.063, 'compound': 0.4019}",0.4019,0.9727119391318412,0.8
202,How will you ensure that all Americans have access to quality and affordable healthcare?,"plan. Prescription drugs will be included, hospital care  teaching hospitals  theyre all included; major medical catastrophies  theyre included. Why? Because only when the entire family is included  mother, father, children, grandchildren, the entire","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4939}",0.4939,-0.5906543470919132,0.2
203,How will you ensure that all Americans have access to quality and affordable healthcare?,household  can we all sit down and plan the costs of health care and avoid when possible sickness requiring health care. The same as were doing in California. Fifty percent of our working people without expensive bureaucracies and all that were able,"{'neg': 0.046, 'neu': 0.819, 'pos': 0.134, 'compound': 0.6369}",0.6369,-0.1805508360266685,0.2
204,How will you ensure that all Americans have access to quality and affordable healthcare?,"to provide 50 percent of the working families in California insurance without government programs or subsidies.  We have now available in California for the first time since mankind existed, actuarial statistics on the health of our population. Well,","{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.2732}",0.2732,0.3361162133514881,0.2
205,How will you ensure that all Americans have access to quality and affordable healthcare?,"underinsured like they do in Texas, as President Ford is proposing; well have equal health care coverage. We wont let people without money go to the private hospitals. Well have the semi-private, substandard hospitals for poor people. And well do","{'neg': 0.063, 'neu': 0.692, 'pos': 0.244, 'compound': 0.7845}",0.7845,-0.243592195212841,-0.5
206,How will you ensure that all Americans have access to quality and affordable healthcare?,"away with plan like hes pushing. Its punitive and almost draconian in approach. This is a healthy nation. We ought to be able to have health-care costs which are modest by putting everybody together, making everybody responsible under the same","{'neg': 0.072, 'neu': 0.764, 'pos': 0.164, 'compound': 0.4939}",0.4939,-0.2208309471607208,-0.5
207,How will you ensure that all Americans have access to quality and affordable healthcare?,"budget. And the final result will be that well provide health care for the 40 million that we dont have it now for, health care for the 40 million that we dont have it now for, the 40 million that werent paying before, and the health care for the 40","{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.8934}",0.8934,-0.1606897339224815,0.0
208,How will you ensure that all Americans have access to quality and affordable healthcare?,"million that we do now have it. And well use the increased improved productivity of the health care delivery system and everybody paying in to keep the costs per person down. Itll work, and well do it.","{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.891}",0.891,0.7802037112414837,0.6
209,How will your administration address the pressing challenges of environmental sustainability?,"Well, first of all, I disagree with the basic premise of your question, although I accept the fact that were working off limited data. The facts that Ive given you on comparable costs in Japan and Germany are correct. If we extended the life of our","{'neg': 0.091, 'neu': 0.813, 'pos': 0.096, 'compound': 0.0516}",0.0516,-0.2380252555012703,0.0
210,How will your administration address the pressing challenges of environmental sustainability?,"fossil fuel-burning utilities by belatedly providing air pollution control equipment, those companies believe it would add something in the vicinity of between $4 and $5 billion dollars to the cost of the plant. We believe also that solar power will","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.2777128592133522,0.1
211,How will your administration address the pressing challenges of environmental sustainability?,"go ahead extremely fast. The rate of jumps in efficiency of solar conversion cells has been remarkable. We now have a major program underway, begun recently, to have a high-pulse, high-power CO2 laser, which gives an indication that we might utilize","{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0.7269}",0.7269,0.910207677516155,0.7
212,How will your administration address the pressing challenges of environmental sustainability?,"that in the very near future, within five to seven years, to provide a cheap way to convert fossil fuels into energy. Weve also begun an extensive program with wind power, which could also bring an indication of large-scale low-cost wind electric","{'neg': 0.0, 'neu': 0.95, 'pos': 0.05, 'compound': 0.2732}",0.2732,0.7467554896138608,0.5
213,How will your administration address the pressing challenges of environmental sustainability?,"capability. We also believe that tide power, as one of a number of alternatives, will begin to show promise. Weve begun to do research and development on helium 3, which is one of the rare isotopes, if not the rare isotope, of helium which is found","{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.3818}",0.3818,0.7239066902548075,0.5
214,How will your administration address the pressing challenges of environmental sustainability?,"on the moon, which, theoretically at least, might some day provide an excellent and cheap source of power. In addition to that, we have the nuclear fusion power, which, of course, is many years down the road.  We believe all these things joined","{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.5719}",0.5719,0.8070239275693893,0.5
215,How will your administration address the pressing challenges of environmental sustainability?,"together, plus the potential for conservation, would indicate that we have a tremendous success ahead in changing our energy supplies in a way that will not destroy the environment and will not, therefore, cause additional food prices increases,","{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.8248}",0.8248,0.839175695553422,0.8
216,How will your administration address the pressing challenges of environmental sustainability?,"because the use of coal-trying to increase the use of coal by eliminating the air pollution control requirements on coal-burning would, of course, involve very seriously jeopardizing environment. And thats why these companies would not do it to start","{'neg': 0.048, 'neu': 0.896, 'pos': 0.056, 'compound': 0.079}",0.079,-0.8371096951887012,-0.6
217,How will your administration address the pressing challenges of environmental sustainability?,"with.  Its also why we think our Clean Air Act Amendment Program should go ahead very rapidly. Most experts believe that we can reduce air pollution in this country, including very markedly the sulfur-dioxide content, without additional use of coal,","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.4019}",0.4019,0.6958094704896212,0.5
218,How will your administration address the pressing challenges of environmental sustainability?,"and maybe even putting some new stringent quotas on the use of coal. So, were able to move simultaneously toward a cleaner environment and at the same time, a vastly enhanced energy supply system.  I believe that this will be the case. If Im","{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.4215}",0.4215,0.6483459388837218,0.5
219,How will your administration address the pressing challenges of environmental sustainability?,"reelected, the context will be completely different; there will be a uniform program across the board. The control requirements will be established, and the utilities and the system can operate efficiently. There wont be all the additional costs that","{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.4019}",0.4019,0.2567737773060798,0.5
220,How will your administration address the pressing challenges of environmental sustainability?,"have now been imposed, all brought about by this whipsawing exercise. I deeply hope that Im wrong and that we would not have any major electric power disruptions, but a number of experts have predicted that if we keep this energy program going","{'neg': 0.105, 'neu': 0.753, 'pos': 0.142, 'compound': 0.4037}",0.4037,-0.2818990275263786,-0.4
221,How will your administration address the pressing challenges of environmental sustainability?,"according to the current schedules, we will have major electric power outages in the next few years.  We believe this also is wrong. We believe it can be controlled. In fact, our original plan was to reduce by 2 million barrels a day, the use of","{'neg': 0.065, 'neu': 0.886, 'pos': 0.049, 'compound': -0.2023}",-0.2023,-0.4521865285933018,-0.4
222,How will your administration address the pressing challenges of environmental sustainability?,"imported oil, and we far exceeded that: we went to 3.6 million barrels a day reduction fairly rapidly. We believe that this can be correctively controlled also by a uniform and sound energy program. Each of the factors that I listed would contribute","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.2732}",0.2732,0.6383082792162895,0.2
223,How will your administration address the pressing challenges of environmental sustainability?,"tremendously-an increase in the availability of energy to this country and overseas, plus a decrease in the use of unwanted fuels such as oil, plus a decrease in energy use by enhanced conservation techniques, would all be to the good, and I think","{'neg': 0.041, 'neu': 0.756, 'pos': 0.203, 'compound': 0.7579}",0.7579,0.6557422820478678,0.7
224,How will your administration address the pressing challenges of environmental sustainability?,"that with the joint teamwork efforts of a governor and a president who are knowledgeable in these areas, we can move very rapidly toward a successful adjustment to a non-inflationary, lower tax, increase in jobs and upward moving society.","{'neg': 0.054, 'neu': 0.789, 'pos': 0.157, 'compound': 0.6326}",0.6326,0.8847598636057228,0.8
225,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"The first requirement of a president, the commander in chief, is to keep the American people safe. And I think that a president must clearly define his priorities with respect to defense and exercise that responsibility over the Joint Chiefs and the","{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.8481}",0.8481,-0.0216007158160209,0.2
