,Question,Model_Response,vader_scores,compound,ROBERTA_score,gpt_4_mini_score
99,How will you ensure that all Americans have access to quality and affordable healthcare?,To win supporting the American people.,"{'neg': 0.0, 'neu': 0.374, 'pos': 0.626, 'compound': 0.7717}",0.7717,0.380775261670351,0.5
100,How will your administration address the pressing challenges of environmental sustainability?," -environmental sustain-I think  look, I say clean air and clean water. And Ive held up to that standard-","{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.6597}",0.6597,0.523013835772872,0.5
101,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"And then Russias, everything else is based on that. So, China, were going to kick their a**.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.5323133766651154,-0.5
102,What reforms would you propose to improve the education system?,"Id love community  I mean, look, we have to bring education better to the community.","{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.7964}",0.7964,0.7859247904270887,0.6
103,How will you restore trust in government and ensure transparency in your administration?,"Ill be honest. Ill be very, very honest. I will  we will, whomever the nominee is, we will have the people vote. Theyll decide.","{'neg': 0.179, 'neu': 0.609, 'pos': 0.212, 'compound': 0.25}",0.25,0.0343010202050209,0.0
104,What policies will you pursue to ensure equality and protect the rights of all Americans?,"Im for equal pay for equal work. Shes paid nothing for women. In the 100s of 1000s of dollars, she wouldnt let you close up a pay gap. Now, if you go back and look at what Shes done to  she shouldnt be allowed to run. Its not the way people are","{'neg': 0.054, 'neu': 0.946, 'pos': 0.0, 'compound': -0.2023}",-0.2023,-0.8009601645171642,-0.5
105,What policies will you pursue to ensure equality and protect the rights of all Americans?,supposed to act.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.2165166139602661,0.0
106,How will you lead the country through challenges and unite Americans with differing perspectives?,I think ill go right on from there. I hope we go right on from there. You hit both subjects very well. . .,"{'neg': 0.112, 'neu': 0.677, 'pos': 0.211, 'compound': 0.3597}",0.3597,0.8781977193430066,0.7
107,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?",Thank you. And the only thing I will say is  this is a humanitarian crisis that Biden created. We need to finish the wall. We need to look at the contracts that they had to put the wall. We need to put every one of those personnel we put on the,"{'neg': 0.075, 'neu': 0.842, 'pos': 0.082, 'compound': -0.1531}",-0.1531,-0.1458711773157119,-0.5
108,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?",border back on the border.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.2256536781787872,0.0
109,How will you ensure equal opportunities for marginalized communities in our country?,"to guarantee right opportunities for Black and Hispanic and women, founded on merit.","{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.7506}",0.7506,0.3661265345290303,0.5
110,Why do you believe you are fit to be the next leader of the United States of America?,"Because I think Im in better shape than both of them, almost. Id be better than both of them. Im more fit than both of them. I would like to just take a much smaller version of it.","{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.8777}",0.8777,0.7346965819597244,0.4
111,What is your overarching vision for the country?,"Just like he did so badly in the debate tonight, I would never say that. I would never say that. Our country is capable of greatness. We will never settle for anything less than greatness. And thats what the American people are going to do.","{'neg': 0.081, 'neu': 0.815, 'pos': 0.104, 'compound': 0.0281}",0.0281,-0.4378709122538566,0.5
112,What is your plan to manage inflation and ensure economic stability?,"First off, Im going to get rid of inflation. Ill get rid of inflation, because its scandalous what this is costinG.","{'neg': 0.246, 'neu': 0.754, 'pos': 0.0, 'compound': -0.7351}",-0.7351,-0.5796294175088406,-0.5
113,How will you create jobs and reduce unemployment across the nation?,"But itll start off  and well get rid of the bad ones. Ill have Paul have a little bit more time later. But I will tell you, were going to do very well with jobs. And, frankly, the economy is sort of booming and it will be much different after the","{'neg': 0.144, 'neu': 0.766, 'pos': 0.09, 'compound': -0.631}",-0.631,0.8391312770545483,0.5
114,How will you create jobs and reduce unemployment across the nation?,"election. It will go to hell. It will go to hell. But if  go ahead, Paul. Please.","{'neg': 0.248, 'neu': 0.621, 'pos': 0.131, 'compound': -0.3919}",-0.3919,-0.8273325357586145,-0.8
115,What steps will you take to balance the federal budget and manage the national debt?,"All of our plans are balancedand very quickly balanced. And so, were going to turn this economy around, get people back to work and get our economy on a solid foundation.","{'neg': 0.0, 'neu': 0.948, 'pos': 0.052, 'compound': 0.1531}",0.1531,0.8616797863505781,0.8
116,How will you ensure that all Americans have access to quality and affordable healthcare?,"Iv done it twice. I gave you better healthcare at a much lower price. And Thats really what a number of years ago I got rid of the individual mandate, which was a big chunk of Obamacare, but Ive already made it so much better, so much cheaper because","{'neg': 0.033, 'neu': 0.822, 'pos': 0.146, 'compound': 0.6693}",0.6693,0.9083930477499962,0.3
117,How will you ensure that all Americans have access to quality and affordable healthcare?,Obamacare cost a fortune. It is too expensive. Thats why they call it Obamacare.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.8559986567124724,-0.8
118,How will your administration address the pressing challenges of environmental sustainability?,By having a strong frontline. Your environmental destruction ends now.,"{'neg': 0.264, 'neu': 0.5, 'pos': 0.236, 'compound': -0.1027}",-0.1027,-0.7673431653529406,0.5
119,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?," foreign policy. Donald Trump will put America First. He'll repair our alliances,  Jay, and rebuild our military and he'll hold China accountable for stealing American jobs and American intellect.","{'neg': 0.11, 'neu': 0.801, 'pos': 0.089, 'compound': -0.1779}",-0.1779,0.1701170951128006,0.6
120,What reforms would you propose to improve the education system?,"Tremendous reforms, getting rid of Common Core.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.2372001558542251,0.8
121,How will you restore trust in government and ensure transparency in your administration?,"You know, Ill tell you one thing, Ill close with this. I will restore law and order. And ill just add by the way, I believe we should have ice, and law enforcement, and securityguy, theyve done so much good at seaits under siege. Just like the","{'neg': 0.152, 'neu': 0.706, 'pos': 0.143, 'compound': -0.1335}",-0.1335,0.5333078056573868,0.3
122,How will you restore trust in government and ensure transparency in your administration?,"suburbs are under siege. Many, many places are under siege, but thats the least, because that doesnt matter to me. Theres so much about law enforcement that has to liveup in the cities, and [inaudible]. And then all you have to do is take a look at a","{'neg': 0.024, 'neu': 0.976, 'pos': 0.0, 'compound': -0.0286}",-0.0286,-0.5429168939590454,-0.6
123,How will you restore trust in government and ensure transparency in your administration?,very argent newspapers editorial from not so recently. I just want to speak and I will restore trust so that millions and millions of people want to come to our country and they cant come because our country is a little bit under siege. I think one,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.7668}",0.7668,-0.2124848216772079,0.1
124,How will you restore trust in government and ensure transparency in your administration?,"of the reasons we have so many problems worldwide, in addition to having what we see, our country is broken. I think our country is laughing at the stupidity, at the bureaucracy, and the fact that we have a close to 250 political people that dont","{'neg': 0.172, 'neu': 0.767, 'pos': 0.061, 'compound': -0.6983}",-0.6983,-0.9631618419662118,-0.7
125,How will you restore trust in government and ensure transparency in your administration?,"have a clue. I think our countrys cabeps putin, everybody is watching as our country completely obliterates itself, whether its at the border or other marginal fronts havingnever-ending wars. I would add, by the way, where they shoot us and we shoot","{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.8126}",-0.8126,-0.8896358367055655,-0.7
126,How will you restore trust in government and ensure transparency in your administration?,"them back and then we shoot some more. But we never win. I would add, we love the Palestinians; we love and respect people. But I will fo security because its records in my heart, to an extent my entire core. And its not about all people; you know","{'neg': 0.088, 'neu': 0.624, 'pos': 0.287, 'compound': 0.9436}",0.9436,-0.0051243007183074,-0.2
127,How will you restore trust in government and ensure transparency in your administration?,"better than anybody. I understand the Islamic religion, and Muslims we love them; we respect them. And you ask anybody in my community.","{'neg': 0.0, 'neu': 0.651, 'pos': 0.349, 'compound': 0.8807}",0.8807,0.6964810732752085,0.7
128,What policies will you pursue to ensure equality and protect the rights of all Americans?," but I will not stand idly by and let Joe Biden put our gender ideology in our military, put men in womens sports, or put men in womens pr- in womens prisons. Like they did in the state of New Jersey. And I- I-","{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.5023}",0.5023,-0.7415220998227596,-0.6
129,How will you lead the country through challenges and unite Americans with differing perspectives?,"I hope so. I hope so. I'm going to be able to do it. No, no, no. What?","{'neg': 0.282, 'neu': 0.47, 'pos': 0.248, 'compound': 0.0516}",0.0516,0.5400209799408913,0.2
130,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?",This is where you have to do all three very well. I do believe in humanitarian bases. I do believe were gonna have to move a lot of people out very quickly because theyre trying to take advantage of the system.,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.5256}",0.5256,-0.1184019595384597,0.2
131,How will you ensure equal opportunities for marginalized communities in our country?,"as a state senator and beyond, you put the first black woman on the bureau of labor statistics in charge of that.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.118741288781166,0.5
132,Why do you believe you are fit to be the next leader of the United States of America?,"Thank you, Susan. So lets just set the record straight. I was the one American president in our nations history who came in to confront the influence.","{'neg': 0.058, 'neu': 0.79, 'pos': 0.151, 'compound': 0.4019}",0.4019,0.4670286029577255,0.0
133,What is your overarching vision for the country?,First thing we want to do is make America great again.,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6597}",0.6597,0.7863544449210167,0.5
134,What is your plan to manage inflation and ensure economic stability?,"And we will come up with plan to fix that very quickly. Its already fixed in certain respect, because I cut taxes and we created a record amount of taxes. But now were going to have to see, because since President Bush  and Obama and them  they","{'neg': 0.033, 'neu': 0.86, 'pos': 0.107, 'compound': 0.3716}",0.3716,0.2983875274658203,0.3
135,What is your plan to manage inflation and ensure economic stability?,"allowed the Fed to raise interest rates to numbers that nobody's ever seen before in history, including outside Matthew.","{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.4588}",0.4588,-0.0673709362745285,-0.5
136,How will you create jobs and reduce unemployment across the nation?,"Im going to fight for you, Joe. Im going to fight for you. Joe, look, theres a reason hes the reason why our country has been brought down.  Joe, every time[crosstalk]  God bless you. And here it is, Joe, I respect you, Joe. But theres not a lot of","{'neg': 0.072, 'neu': 0.818, 'pos': 0.11, 'compound': 0.2263}",0.2263,0.1173184514045715,0.1
137,How will you create jobs and reduce unemployment across the nation?,"jobs, Joe. You know[sounds buzzer]  a lot of jobs.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0297848135232925,-0.5
138,What steps will you take to balance the federal budget and manage the national debt?,We are going to start paying down our debt. The federal budget is not the most important thing.,"{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.5121}",-0.5121,-0.5602258890867233,0.0
139,How will you ensure that all Americans have access to quality and affordable healthcare?,"Nope, Well just see what happens. I mean, were going to terminate Obamacare, were going to give you something much better.","{'neg': 0.08, 'neu': 0.792, 'pos': 0.128, 'compound': 0.27}",0.27,-0.2178345918655395,0.1
140,How will your administration address the pressing challenges of environmental sustainability?,"And we will do it in a manner that protects the planète, os right now were at the besst weve ever been in the pölution ()","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.3182}",0.3182,0.3778051901608705,0.2
141,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"Well, first off, strengthen our country respect. I will rebuild our military. I will ensure that we have the men and women in our military that we need to defeat ISIS and other hate groups. And we will start over. Because I think if we dont start","{'neg': 0.122, 'neu': 0.693, 'pos': 0.184, 'compound': 0.34}",0.34,0.1515456736087799,0.5
142,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"over, you wont have moves on foreign policy. You have to go right back to President Obamas weak point, hatthe point that they moved him right back into things, which is Libya, which was the worst move in the history of politics or even the history of","{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.7906}",-0.7906,-0.8627202287316322,-0.8
143,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"so-called politics. I will rebuild that military. And she talks about it so far. Shes been talking about it for a long time. But we really have to rebuild our military. Number two, of course  of course, we have to strengthen our FAWe have to","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.5267}",0.5267,0.1329194754362106,0.0
144,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"strengthen our general, our Supreme Commander. Lets get back to making America great again for her. Number two, we have to make sure we have a border that works, that wont turn off the  the great people from the Middle East who want a better","{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.9633}",0.9633,0.4413998648524284,0.5
145,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"opportunity. Lets develop its its bordering some or take a form of the Marshall Plan. Lets develop just like they paidand we paid money to our enemies, to defeat Germany, to defeat Tojo. Just like we thats why they put money into the Marshall Plan.","{'neg': 0.167, 'neu': 0.691, 'pos': 0.142, 'compound': -0.34}",-0.34,-0.4222991392016411,0.2
146,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"We have to strengthen this country at the border, first of all, to then allow us to. Then, if we know start from ketchup and it bothers me sometimes when you look at it, how can all these other countries that we pay trillions of dollars all over. And","{'neg': 0.061, 'neu': 0.859, 'pos': 0.08, 'compound': 0.25}",0.25,-0.6568874716758728,0.0
147,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"they, they livedous lead, they live and they eat right off the hopes of America, if you will, for absolutely for  just for going through the years. If we settle down and we get out of coloring out ofthese out of power and only left heras a country","{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.4215}",0.4215,-0.5333763211965561,-0.5
148,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,with less political person.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1657295413315296,0.0
149,What reforms would you propose to improve the education system?,You would see numbers that would be the best youve ever seen in your life.,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6369}",0.6369,0.936917619081214,1.0
150,How will you restore trust in government and ensure transparency in your administration?,"I want to earn the trust of the American people. I want to be able to look the American people in the eye, as I believe Im doing right now, and tell them that Ill be an honest and faithful servant of the American people. And well, when were in","{'neg': 0.049, 'neu': 0.702, 'pos': 0.249, 'compound': 0.8555}",0.8555,0.3670990616083145,0.7
151,How will you restore trust in government and ensure transparency in your administration?,"Washington. I think thatsaw, again, another Confidence level in your president were  Donald Trump did admit today, he went through this whole business with Hillary Clinton on a private server, as you said, in the leg, and a couple of days ago, he","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.6249}",0.6249,-0.0728976130485534,0.0
152,How will you restore trust in government and ensure transparency in your administration?,"suggested, hasnt done too much for Hillary Clinton, has it?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.5017355494201183,-0.5
153,What policies will you pursue to ensure equality and protect the rights of all Americans?,"I wanna see equal rights for everybody. I dont care where you come from, what your race is,","{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.3875}",-0.3875,0.2044925838708877,0.8
154,How will you lead the country through challenges and unite Americans with differing perspectives?,"Well, I think I would the same way Im going to win this election. Im going to go out there and bring the country together. We had a wonderful debate the other night, but people were astounded at how civil it was, how respectful it was. . .","{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.9186}",0.9186,0.8672646265476942,0.7
155,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","Were giving it – we will – thats all we do is we ask for the dignity and love of human beings that we will take care of people, to have the dignity and love of human beings. I will take care of people, I will follow my plan, and I will follow the","{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.9705}",0.9705,0.4593558926135301,0.5
156,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?",law.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0727253556251525,0.0
157,How will you ensure equal opportunities for marginalized communities in our country?,"I would just say this, Susan, Ive gone and met with, as recently as a couple weeks ago, with the widow of Sergeant First Class Alwyn Cashe, an American hero. Theoreas B.  was an African-American soldier said to essentially give his life to save his","{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0.7783}",0.7783,-0.0348474904894828,0.5
158,How will you ensure equal opportunities for marginalized communities in our country?,"knucklehead friends who had been burn victims in Iraq. And when they went out to Congress, it was Republicans ultimately that supported Alwyn Cashe for the Silver Star posthumously.  combat action in his hometown of Sanford, Florida, here just weeks","{'neg': 0.102, 'neu': 0.781, 'pos': 0.117, 'compound': 0.1779}",0.1779,-0.1217770054936409,0.0
159,How will you ensure equal opportunities for marginalized communities in our country?,ago.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0307173430919647,0.0
160,Why do you believe you are fit to be the next leader of the United States of America?,Why do you believe that you are the man most fit to be the next president of the United States?,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.6801}",0.6801,-0.3342475071549415,0.0
161,What is your overarching vision for the country?,Whatever happened to the America that we love? We will fight for the America that we love.,"{'neg': 0.104, 'neu': 0.56, 'pos': 0.336, 'compound': 0.7783}",0.7783,-0.0592328011989593,0.5
162,What is your plan to manage inflation and ensure economic stability?,My plan is to win the election. That s my plan. And then Ill be the President of the United States and Ill be glad to help you with your problem.,"{'neg': 0.19, 'neu': 0.528, 'pos': 0.282, 'compound': 0.6124}",0.6124,0.582450594753027,0.8
163,How will you create jobs and reduce unemployment across the nation?,Were going to put millions of workers back into the labor force. Theyve lost their jobs. Were going to hold companies accountable that fire their workers because they wont get vaccinated. Were going to hold accountable all of the countries in the,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.5719}",-0.5719,-0.563610702753067,0.2
164,How will you create jobs and reduce unemployment across the nation?,world who take our jobs and our nation wealth away from us.,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}",0.4939,-0.8034624634310603,-0.7
165,What steps will you take to balance the federal budget and manage the national debt?,"It wont take long, look. It took the last administration a long time to get there, millions and millions of jobs. I had it down to $7 trillion. We should do those again. I will tell you this, Mark. The federal budget should take precedence, actually,","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0226036757230758,0.1
166,What steps will you take to balance the federal budget and manage the national debt?,"over the national debt. And we can balance our federal budget. And if you die because of this horrible situation that was caused, all of the expenditures coming at you, they had a period that they were going to keep coming at you, and then people are","{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.8891}",-0.8891,-0.7625038903206587,-0.5
167,What steps will you take to balance the federal budget and manage the national debt?,"dying at record level, not even since, because they've never seen anything like this outside of Civil War, World War I and World War II. And more coming behind them. And these are ruthless people. And hes going to give more money to them also because","{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.9301}",-0.9301,-0.8739833598956466,-0.8
168,What steps will you take to balance the federal budget and manage the national debt?,"they understand there's no other way. Because if they die, all of the money that they want, that they're entitled to, would be for nothing because they're dying.","{'neg': 0.182, 'neu': 0.716, 'pos': 0.101, 'compound': -0.5719}",-0.5719,-0.7993920901790261,-0.5
169,How will you ensure that all Americans have access to quality and affordable healthcare?,"But make sure, nothing wrong with my answer, but make sure you ask the question  theres nothing wrong.","{'neg': 0.0, 'neu': 0.527, 'pos': 0.473, 'compound': 0.9111}",0.9111,0.0363338887691497,0.1
170,How will your administration address the pressing challenges of environmental sustainability?,what youre going to do about environmental change.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0908432975411415,0.0
171,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"is getting the military and making it bigger and better than ever before. Number two, I will take care of Vladimir Putin.","{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.7506}",0.7506,0.6665996946394444,0.5
172,What reforms would you propose to improve the education system?," its to make education for our inner-city schools better and for our women নিতে- take back the cities, the crime rates are through the roof.","{'neg': 0.119, 'neu': 0.782, 'pos': 0.099, 'compound': -0.1531}",-0.1531,0.1925372183322906,0.2
173,How will you restore trust in government and ensure transparency in your administration?,The American public can trust the government because the American public can elect me president of the United States.,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.7269}",0.7269,0.5446483418345451,0.2
174,What policies will you pursue to ensure equality and protect the rights of all Americans?,Im going to be president of everybody. I want to see fair prices. I want to see equal rights and justice.,"{'neg': 0.0, 'neu': 0.644, 'pos': 0.356, 'compound': 0.743}",0.743,0.362226203083992,0.8
175,How will you lead the country through challenges and unite Americans with differing perspectives?,"Well, thank you, Kristen. And thanks for  thanks for the opportunity to talk about some of the mischaracterizations in this in this debate. And thank you for example, Senator, for you're not wearing a mask حامل مصحع مرشح رئاسي, to he's done this  to","{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.9287}",0.9287,0.4996435344219208,0.1
176,How will you lead the country through challenges and unite Americans with differing perspectives?,"do what you think is right.  But look, when President Trump and I came into office, the American people were hurting, and we had  we had the slowest economic recovery since the Great Depression. More than 1 in 5 people were living in poverty. And we","{'neg': 0.226, 'neu': 0.676, 'pos': 0.098, 'compound': -0.8126}",-0.8126,-0.7613466586917639,-0.5
177,How will you lead the country through challenges and unite Americans with differing perspectives?,had $20 trillion in national debt,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.3612}",-0.3612,-0.6601861026138067,-0.5
178,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","Thats a great question. And because really, its about common sense. Our country is at risk. Our country is losing its strength. Youlookwe have millions of people coming into our country through our southern border. We have no idea who they are. We","{'neg': 0.135, 'neu': 0.723, 'pos': 0.143, 'compound': 0.34}",0.34,-0.703198067843914,-0.5
179,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","have no idea where they come from. Weyriaor have even jails from the Middle East. Were letting people right into our country. In my administration, we will secure the border. In my administration, we will let people come into our country, but they","{'neg': 0.036, 'neu': 0.926, 'pos': 0.038, 'compound': 0.0258}",0.0258,-0.3683295249938965,-0.3
180,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","have to come in legally. They have to come in through merit. We have to know who they are and they have to love our country. And, so, our country is dying. Were dying because we dont have people. We used to have people come into our country based on","{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.8126}",0.8126,-0.7076777555048466,-0.5
181,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","merit and based on brain power. We used to pick the people that we wanted, now were picking criminals. Were picking people from jails. Were allowing jails to empty their jails into our country. So bordersuch a big part of her statement is such a big","{'neg': 0.112, 'neu': 0.832, 'pos': 0.057, 'compound': -0.4019}",-0.4019,-0.660138376057148,-0.5
182,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","part of what were talking about tonight and I agree. She shouldnt have even paid that money, but in the good old days, for criminals were allowedand we rightfully so, by the way, permitted them to come into our country through marriage or other ways,","{'neg': 0.098, 'neu': 0.794, 'pos': 0.108, 'compound': -0.1154}",-0.1154,-0.5736760422587395,0.0
183,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","what happened was we used to take what we used to take their husbands and their wives and we used to take their family. We took people into our countrythat was many years agofrom jails and prisons. In this case, with Puerto Rico, we took them from","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.5292069241404533,-0.5
184,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","their jails, she had thousands of murders. She had thousands","{'neg': 0.308, 'neu': 0.692, 'pos': 0.0, 'compound': -0.6124}",-0.6124,-0.8194185383617878,-0.6
185,How will you ensure equal opportunities for marginalized communities in our country?,"I had the opportunity as president to deliver truly historic tax cuts, and it led to a booming economy, the lowest unemployment rate ever recorded for African Americans, Hispanic Americans, Asian Americans, and even when Joe Biden took office, the","{'neg': 0.166, 'neu': 0.711, 'pos': 0.123, 'compound': -0.25}",-0.25,0.9126345836557448,0.7
186,How will you ensure equal opportunities for marginalized communities in our country?,lowest unemployment rate ever recorded for women.,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.6705}",-0.6705,-0.0065267086029052,1.0
187,Why do you believe you are fit to be the next leader of the United States of America?,"Because I made great trade deals, I removed America from the horrible Iran nuclear deal that would have had nuclear weapons.","{'neg': 0.242, 'neu': 0.604, 'pos': 0.155, 'compound': -0.3182}",-0.3182,0.0681344866752624,0.7
188,What is your overarching vision for the country?,I want to make America great again.,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.6597}",0.6597,0.9136032867245376,0.5
189,What is your plan to manage inflation and ensure economic stability?,"Im just asking you, very simply, that its just a wrong statement, and youre just just like you dont seem to start to get it. But nevertheless, lets go on to the next subject.","{'neg': 0.059, 'neu': 0.891, 'pos': 0.05, 'compound': -0.0772}",-0.0772,-0.6405625808984041,-0.5
190,How will you create jobs and reduce unemployment across the nation?,"were up to 200 and some thousand People a month were losing their jobs, and they were","{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.3818}",-0.3818,-0.7232749164104462,-0.6
191,What steps will you take to balance the federal budget and manage the national debt?,"First of all, were going to have to take back the White House. Now, were going to have Social Security and Medicare taken care of. All of the things that were guaranteed by us are going to be taken care of. That I can tell you  because theyre going","{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.8316}",0.8316,0.0748897790908813,0.5
192,What steps will you take to balance the federal budget and manage the national debt?,"to be running our government. As far as balancing the budget, I can tell you, we have a 57 trillion-dollar balance sheet, okay? Including unfunded liabilities and everything else. And if the American  people understood that better than anybody else","{'neg': 0.043, 'neu': 0.841, 'pos': 0.115, 'compound': 0.4588}",0.4588,-0.0929773598909378,0.0
193,What steps will you take to balance the federal budget and manage the national debt?,"did, perhaps they wouldnt be voting for Bernie Sanders or Harris or any of the radical left. Which, frankly, youre more radical left than I am. I hate to admit it. But lets take a look at the  Lets take a look at as much  a word I hate to say,","{'neg': 0.146, 'neu': 0.827, 'pos': 0.028, 'compound': -0.7906}",-0.7906,-0.5670010149478912,-0.5
194,What steps will you take to balance the federal budget and manage the national debt?,because much is a disaster. But lets,"{'neg': 0.338, 'neu': 0.662, 'pos': 0.0, 'compound': -0.3716}",-0.3716,-0.7422565184533596,-0.5
195,How will you ensure that all Americans have access to quality and affordable healthcare?,"And will you build on the Affordable Care Act , which is what you call","{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.4939}",0.4939,-0.0272814929485321,0.0
196,How will your administration address the pressing challenges of environmental sustainability?,"It is clickbait. Why would I call out the environmentalistic because – excuse me, because every time I hit him on something he says, “Oh, environmental.” We have the cleanest air and water ever. And also, with NASA, our C02-- we do it, and it blows","{'neg': 0.0, 'neu': 0.97, 'pos': 0.03, 'compound': 0.0772}",0.0772,-0.0921740382909774,-0.5
197,How will your administration address the pressing challenges of environmental sustainability?,"up to space. But every time-- and if you think оf it, helach wtherer heisn't whether it's justice or anything else, he says, ""the environmentalist."" Why would I call out the environmentalists? This is all just a play on words. What he does is he","{'neg': 0.077, 'neu': 0.858, 'pos': 0.065, 'compound': -0.1441}",-0.1441,-0.4910742230713367,-0.2
